bibliographicCitation,collectionCode,catalogNumber,family,genus,scientificName,recordNumber,recordedBy,year,month,day,identifiedBy,dateIdentified,det_ok,country,stateProvince,municipality,locality,decimalLongitude,decimalLatitude,Georef
JG Rando,BHCB,107193,Fabaceae,Chamaecrista,Chamaecrista rotundata,847,"Almeida, T.E.",2007,4,29,"Rando, J.G.",,2,Brasil,Minas Gerais,Bocaiœvas,"Parque Nacional das Sempre Vivas.  Caminho entre Campos de S‹o Domingos e a Serra do Landi, passando pelo c—rrego do Landi",-43.7105,-17.9467,1
SpeciesLink,SPF,178477,Fabaceae,Chamaecrista,Chamaecrista rotundata,925,"Rando, J.G.",2009,11,28,"Rando, J.G.",2009/11/,1,Brasil,Minas Gerais,Santana do Riacho,Serra do Cip—,-43.7424,-19.0521,0
SpeciesLink,SPF,210407,Fabaceae,Chamaecrista,Chamaecrista rotundata,940,"Rando, J.G.",2010,3,11,"Rando, J.G.",2010/03/,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cip—, Trilha do Jo‹o Carrinho, ao sul do Rio das Pedras.",-43.7351,-19.0449,2
SpeciesLink,OUPR,27470,Fabaceae,Chamaecrista,Chamaecrista rotundata,1041,"Cândido, E.S.; Fortuna-Perez, A.P.; Bezerra, L.M.P.A. & Ferreira, L.",2012,5,18,"Cota, M.M.T.",27/05/2014,1,Brasil,Minas Gerais,S‹o Gonalo do Rio Preto,"Parque Estadual do Rio Preto, Coletana na trilha para Cachoeira do Crioulo. Cerrado/Campo rupestre quartiz’tico",-43.3545,-18.1554,0
SpeciesLink,UEC,120427,Fabaceae,Chamaecrista,Chamaecrista rotundata,1121,"Semir, J.; Mansanares, M.E.; Belinello, R.",2001,6,20,"Rando, J.G.",2013/12/,1,Brazil,Minas Gerais,Diamantina,"Estrada para Conselheiro da Mata, km 188-189",-43.7128,-18.2926,0
SpeciesLink,SPF,211420,Fabaceae,Chamaecrista,Chamaecrista rotundata,1144,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/12,2,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Ca. 3 km de Diamantina, sentido Biribiri.",-43.6266,-18.1928,0
SpeciesLink,SPF,211445,Fabaceae,Chamaecrista,Chamaecrista rotundata,1145,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/12,2,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina - Couto Magalh‹es, ca. 12 km de Diamantina.",-43.5375,-18.1845,0
JG Rando,SPF,,Fabaceae,Chamaecrista,Chamaecrista rotundata,1151,"Rando, J.G.",2012,1,11,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"estrada Diamantina – Couto Magalh‹es, 14 km de Diamantina",-43.5087,-18.139,1
Reflora,MBM,MBM383790,Fabaceae,Chamaecrista,Chamaecrista rotundata,1212,"Brotto, M.L.",2013,4,28,"Azevedo, F.P.",--/10/2013,2,Brazil,Minas Gerais,Diamantina,Serra do Espinhao,-43.0439,-18.1294,2
SpeciesLink,SPF,216282,Fabaceae,Chamaecrista,Chamaecrista rotundata,1232,"Rando, J.G.",2012,6,9,"Rando, J.G.",9/6/12,1,Brasil,Minas Gerais,Diamantina,Biribiri. In’cio da subida para a Cachoeira da Sentinela.,-43.3708,-18.1058,0
SpeciesLink,SPF,216281,Fabaceae,Chamaecrista,Chamaecrista rotundata,1236,"Rando, J.G.",2012,6,10,"Rando, J.G.",10/6/12,1,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina - Couto Magalh‹es, ca. 12 km de Diamantina.",-43.3214,-18.1103,2
SpeciesLink,HUEFS,90610,Fabaceae,Chamaecrista,Chamaecrista rotundata,1333,"van den Berg, C.",2004,2,17,"Queiroz, L.P.",2011/04/,1,Brasil,Minas Gerais,Tiradentes,Serra de S‹o JosŽ.,-44.1997,-21.1053,0
SpeciesLink,BHZB,9111,Fabaceae,Chamaecrista,Chamaecrista rotundata,1449,"Fernandes, M.G.C. et al.",2012,7,10,"Rando, J.G.",2013/01/,1,Brasil,MG,Santana do Riacho,RPPN Brumas do Espinhao e Ermo do GeraIs,-43.7094,-19.0425,0
SpeciesLink,HUEFS,149353,Fabaceae,Chamaecrista,Chamaecrista rotundata,2443,"Cardoso, D.",2009,3,30,"Queiroz, L.P.",2011/04/,1,Brasil,Minas Gerais,Itamarandiba,"Serra do Ambr—sio. Saindo de Itamarandiba, segue na estrada asfaltada em dire‹o a Colina; ap—s 3,5 Km, dobrar à direita em estrada de terra para o ""aeroporto""; ap—s 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba",-42.9364,-18.0017,0
JG Rando,"NY, US",,Fabaceae,Chamaecrista,Chamaecrista rotundata,2470,"Irwin, H.S.",1959,1,17,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,16 km N. of Diamantina on old road to Mendanha.,-43.5022,-18.1597,1
JG Rando,"NY, US",960864,Fabaceae,Chamaecrista,Chamaecrista rotundata,2475,"Irwin, H.S.",1959,1,17,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,29 km N. of Diamantina on old road to Mendanha.,-43.5169,-18.1215,1
JG Rando,"NY, US",,Fabaceae,Chamaecrista,Chamaecrista rotundata,2483,"Irwin, H.S.",1959,1,18,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,15 km W. of Diamantina on road to Conselheiro Mata. ,-43.7423,-18.2927,1
SpeciesLink,TEPB,17714,Fabaceae,Chamaecrista,Chamaecrista rotundata,2852,"Silva, G.P.",1994,9,13,"Silva, G.P.",1994/09/,1,Brasil,Minas Gerais,Diamantina,Rio Jequeitinhonha - Diamntina Km 4,-43.4333,-18.2833,2
SpeciesLink,CEN,38836,Fabaceae,Chamaecrista,Chamaecrista rotundata,2894,"Silva, G.P.",1994,9,15,"Walter, B.M.T. ",2001/11/,2,Brasil,MG,Diamantina,Rodovia Diamantina - Curvelo km 4.,-43.6333,-18.2167,2
JG Rando,"CEN, INPA",220.389 INPA,Fabaceae,Chamaecrista,Chamaecrista rotundata,2905,"Silva, G.P.",1994,9,15,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"BR 259, S‹o Jo‹o da Chapada km 05. Margem direita do Ribeir‹o da Pedras.",-43.65,-18.2167,2
SpeciesLink,INPA,220390,Fabaceae,Chamaecrista,Chamaecrista rotundata,2926,"Silva, G.P.",1994,9,15,"Rando, J.G.",2012/02/,2,Brasil,Minas Gerais,Diamantina,Estrada secund‡ria S‹o Jo‹o da Chapada - Inha’ Km 20. Cerrado. Solo later’tico. Ocasional.,-43.7667,-18.1167,2
Reflora,ESA,ESA081376,Fabaceae,Chamaecrista,Chamaecrista rotundata,3049,"Lombardi, J.A.",1999,6,13,"Cota, M.M.T.",10/11/14,1,Brazil,Minas Gerais,Diamantina,"Serra do Espinhao, ca. 10 km N. of S‹o Jo‹o da Chapada, road to Inha’",-43.3333,-18.1167,2
SpeciesLink,SPF,229804,Fabaceae,Chamaecrista,Chamaecrista rotundata,3191,"Cordeiro, I.",2009,11,23,"Cota, M.M.T.",2018/04/,1,Brasil,Minas Gerais,Tiradentes,Serra de S‹o JosŽ,-44.1599,-21.0843,0
Reflora,RB,RB00424387,Fabaceae,Chamaecrista,Chamaecrista rotundata,3982,"Marquete, R.",2006,10,19,Administrador,28/05/2019,2,Brasil,Minas Gerais,Minas Gerais,Serra de S‹o JosŽ.,-44.2014,-21.1219,0
Reflora,RB,RB00142455,Fabaceae,Chamaecrista,Chamaecrista rotundata,4033,"Alves, R.J.V.",1992,4,23,Administrador,1/2/17,2,Brasil,Minas Gerais,Minas Gerais,"Serra do Espinhao, 25 Km by road NE of Diamantina, 2 Km W of Rio Jequit’.",-43.4492,-18.0585,1
SpeciesLink,UB,,Fabaceae,Chamaecrista,Chamaecrista rotundata,5866,"Faria, J.E.Q.",2016,5,28,"Faria, J.E.Q.",2016/05/,1,Brasil,Minas Gerais,Diamantina,Margem da estrada de terra para a Forma‹o,-43.6122,-18.2617,2
JG Rando,"NY, UB",,Fabaceae,Chamaecrista,Chamaecrista rotundata,8377,"Anderson, W.R.",1973,4,9,"Rando, J.G.",,1,Brasil,Minas Gerais,Diamantina,"25 km by road NE of Diamantina, 2 km W of Rio Jequit’",-43.4328,-18.0903,0
JG Rando,OUPR,,Fabaceae,Chamaecrista,Chamaecrista rotundata,8578,"Schwacke, D.W.",1872,4,6,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,Entre Diamantina e Biribi,-43.6167,-18.1333,0
JG Rando,"F, NY, RB, UB, US",960889,Fabaceae,Chamaecrista,Chamaecrista rotundata,8716,"Anderson, W.R.",1973,4,12,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"25 km by road NE of Diamantina, ca. 1.5 km from Rio Jequit’, elev. 790-900 m",-43.4328,-18.0903,2
SpeciesLink,JPB,57090,Fabaceae,Chamaecrista,Chamaecrista rotundata,9111,"Fernandes, M.G.C.; et al.",2012,7,10,"Rando, J.G.",2013/01/,1,Brasil,Minas Gerais,Santana do Riacho,"RPPN Brumas do Espinhao e Ermo do Gerais, Levantamento flor’stico da RPPN Brumas do Espinhao. Ponto 83, 635818 7893979 1273 m. Com duplicata",-43.7073,-19.0421,1
SpeciesLink,SPF,193775,Fabaceae,Chamaecrista,Chamaecrista rotundata,10430,"Duarte, A.P.",1967,6,5,"Rando, J.G.",2010/02/,2,Brasil,Minas Gerais,,De Couto Magalh‹es para Mendanha.,-43.4167,-18.0667,0
Reflora,MBM,MBM035756,Fabaceae,Chamaecrista,Chamaecrista rotundata,11563,"Anderson, W.R.",0,0,24,"Barneby, R.C.",,2,Brazil,Minas Gerais,Diamantina,Diamantina,-43.7,-18.28,2
JG Rando,"MBM, NY",35778,Fabaceae,Chamaecrista,Chamaecrista rotundata,11590,"Anderson, W.R.",1978,2,25,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,Valley of Biribi.,-43.6167,-18.1333,0
SpeciesLink,ESA,35383,Fabaceae,Chamaecrista,Chamaecrista rotundata,11825,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.",1996,7,6,NA,2001/01/,2,Brasil,Minas Gerais,Diamantina,2 Km de Diamantina em dire‹o a Mendanha.,-43.598,-18.2175,1
JG Rando,MBM,,Fabaceae,Chamaecrista,Chamaecrista rotundata,11903,"Occhioni, P. ",1970,5,27,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana do Riacho,Serra do Cip—,-43.7144,-19.1689,2
Reflora,RB,RB00142811,Fabaceae,Chamaecrista,Chamaecrista rotundata,13418,Brade,1934,6,--,Administrador,24/06/2016,2,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cip—, acesso por Inhame. Trilha do Jo‹o Carrinho. .",-43.7597,-18.9394,1
SpeciesLink,SPF,205446,Fabaceae,Chamaecrista,Chamaecrista rotundata,15003,"Queiroz, L.P.",2010,10,27,"Rando, J.G.",2014/01/,2,Brasil,Minas Gerais,Monte Azul,Serra da Formosa,-42.8039,-15.23,0
JG Rando,NY,,Fabaceae,Chamaecrista,Chamaecrista rotundata,20269,"Glaziou, M.A.",1894,,,"Rando, J.G.",,2,Brasil,Minas Gerais,S‹o Jo‹o Del Rey,Serra do Lenheiro.,-44.3023,-21.1451,2
SpeciesLink,HEPH,7462,Fabaceae,Chamaecrista,Chamaecrista rotundata,21814,"Leitão Filho, H.F.",1989,7,3,"Cota, M.M.T.",27/01/2016,2,Brasil,Minas Gerais,Diamantina,16km da entrada da Rodovia para Conselheiro Mota,-43.8233,-18.1621,1
SpeciesLink,UB,127596,Fabaceae,Chamaecrista,Chamaecrista rotundata,22216,"Irwin, H.S.",1969,1,18,"Barneby, R.C.",1982,2,Brasil,Minas Gerais,,"Ca. 23km SW of Diamantina, road to Gouveia",-43.6791,-18.3912,0
SpeciesLink,UB,127600,Fabaceae,Chamaecrista,Chamaecrista rotundata,22901,"Irwin, HS",1969,1,30,"Barneby, R.C.",1982,2,Brasil,Minas Gerais,,Ca. 25km NE of Diamantina on road to Mendanha,-43.53,-18.12,0
SpeciesLink,ESA,73541,Fabaceae,Chamaecrista,Chamaecrista rotundata,25290,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.",2001,7,7,"Rando, J.G.",2009,2,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Curvelo, ca. 7 km de Diamantina. Campo rupestre.",-43.6785,-18.264,1
SpeciesLink,ESA,73652,Fabaceae,Chamaecrista,Chamaecrista rotundata,25401,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.",2001,7,8,"Rando, J.G.",2001/01/,1,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Conselheiro Mata, km 185-186. Pr—ximo à entrada do S’tio Pica-Pau. 18o17'00""S, 43o43'43""W. 1340 m.s.m. Campo rupestre com cerrado arenoso adjacente.",-43.7286,-18.2833,0
SpeciesLink,UB,127593,Fabaceae,Chamaecrista,Chamaecrista rotundata,27848,"Irwin, H.S.",1970,3,18,"Barneby, R.C.",1982,1,Brasil,Minas Gerais,,Ca. 18km E of Diamantina,-43.5367,-18.1839,0
SpeciesLink,UB,127594,Fabaceae,Chamaecrista,Chamaecrista rotundata,28101,"Irwin, H.S.",1970,3,22,"Barneby, R.C.",1982,2,Brasil,Minas Gerais,,Ca. 10km N of S‹o Jo‹o da Chapada,-43.7297,-18.0061,0
JG Rando,NY,960867,Fabaceae,Chamaecrista,Chamaecrista rotundata,28107,"Irwin, H.S.",1970,3,23,"Rando, J.G.",NA,2,Brasil,Minas Gerais,S‹o Jo‹o da Chapada,ca. de 15 km N de S‹o Jo‹o da Chapada,-43.7833,-18.0833,0
JG Rando,"NY, RB, US",159387,Fabaceae,Chamaecrista,Chamaecrista rotundata,28262,"Irwin, H.S.",1970,3,24,"Rando, J.G.",NA,2,Brasil,Minas Gerais,S‹o Jo‹o da Chapada,ca. 3 km N of S‹o Jo‹o da Chapada.,-43.7833,-18.0833,0
JG Rando,"NY, UB",,Fabaceae,Chamaecrista,Chamaecrista rotundata,28589,"Irwin, H.S.",1970,3,29,"Rando, J.G.",NA,2,Brasil,Minas Gerais,S‹o Jo‹o da Chapada,"ca. 7 km N. of S‹o Jo‹o da Chapada, road to Campo do Sampaio, elev. 1150 m.",-43.7389,-18.0253,2
SpeciesLink,UB,127591,Fabaceae,Chamaecrista,Chamaecrista rotundata,35431,"Anderson, W.R.",1972,2,4,"Rando, J.G.",2009,2,Brasil,Minas Gerais,Diamantina,"Ca. 5km SW of Diamantina, Km 305 on MG 259",-43.6592,-18.2479,1
SpeciesLink,SPF,96240,Fabaceae,Chamaecrista,Chamaecrista rotundata,CFCR15515,"Esteves, G.L.",1990,9,25,"Azevedo, F.P.",2013/10/,2,Brasil,Minas Gerais,,"Serra do Espinhao, Área norte de Diamantina: campo rupestre on the W-exposed slopes east of the road Diamantina - Biribi near C—rrego Sentinela (locality according to local people: ""Banhero Sentinela"", next to Cachoeira dos Cristais""), ca. 6,5 km NN",-43.6167,-18.1833,1
JG Rando,SPF,,Fabaceae,Chamaecrista,Chamaecrista rotundata,CFCR4499,"Furlan, A.",1984,7,15,"Rando, J.G.",NA,2,Brasil,Minas Gerais,Rio Vermelho,"Pedra Menina, Morro do Ambr—sio.",-43.7468,-19.068,1
JG Rando,"NY, SPF",960866,Fabaceae,Chamaecrista,Chamaecrista rotundata,CFCR4505,"Harley, R.M.",1984,7,15,"Rando, J.G.",NA,2,Brasil,Minas Gerais,Rio Vermelho,"Pedra Menina, Morro do Ambr—sio",-43.0445,-18.1064,2
Reflora,NY,NY00960939,Fabaceae,Chamaecrista,Chamaecrista rotundata,CFCR5409,"Isejima, E.M. ",1984,10,13,"Barneby, R.C.",NA,2,Brazil,Minas Gerais,,"Estrada MG-220, Diamantina-Conselheiro Mata, a 4 km da rodovia BR-367, margem esquerda",-43.1333,-18.1,2
Reflora,NY,NY00960994,Fabaceae,Chamaecrista,Chamaecrista rotundata,CRCR107,"Menezes, N.L.",1980,7,18,"Barneby, R.C.",NA,1,Brazil,Minas Gerais,Diamantina,"Serra do Espinhao, ca. 3 km N. of S‹o Jo‹o da Chapada",-43.7435,-18.0493,1
SpeciesLink,VIC,35830,Fabaceae,Chamaecrista,Chamaecrista rotundata,s.n.,"Coutinho, Í.A.C.; Dalvi, V.C.",2011,6,15,"Coutinho, Í.A.C.",20/04/2012,1,Brasil,Minas Gerais,Lima Duarte,"Estrada Santa B‡rbara do Monte Verde - Lima Duarte, Km 17.",-43.6763,-21.9004,0
JG Rando,SPF,,Fabaceae,Chamaecrista,Chamaecrista simplifacta,802,"Rando, J.G.",2009,2,7,"Rando, J.G.",NA,2,Brasil,Minas Gerais,Diamantina,km 165 da MG220 na dire‹o de Conselheiro Mata.  Campo rupestre e cerrado pedregoso.,-43.681,-18.591,2
Reflora,HUFU,HUFU00008342,Fabaceae,Chamaecrista,Chamaecrista simplifacta,915,"Rosa, P.O.",2007,10,21,"Rando, J.G.",24/05/2012,2,Brasil,Minas Gerais,Conselheiro Mata,Trilha para o TelŽsforo  Campo rupestre.,-43.926,-18.189,0
SpeciesLink,SPF,211437,Fabaceae,Chamaecrista,Chamaecrista simplifacta,1148,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/12,2,Brasil,Minas Gerais,Diamantina,"Km 166 da MG 220, na dire‹o Diamantina - Conselheiro Mata (ca. 25 km da estrada Diamantina - Gouveia).",-43.894,-18.308,0
SpeciesLink,SPF,216279,Fabaceae,Chamaecrista,Chamaecrista simplifacta,1242,"Rando, J.G.",2012,6,10,"Rando, J.G.",10/1/12,2,Brasil,Minas Gerais,Diamantina,"Km 166 da MG 220, na dire‹o Diamantina - Conselheiro Mata (ca. 25 km da estrada Diamantina - Gouveia).",-43.877,-18.31,0
SpeciesLink,ESA,88387,Fabaceae,Chamaecrista,Chamaecrista simplifacta,1447,"Udulutsch, R.G. ; Temponi, L.G.",2002,11,27,"Rando, J.G.",2009,2,Brasil,Minas Gerais,Diamantina,Estrada Diamantina-Biribiri. Campo Rupestre.,-43.617,-18.167,1
SpeciesLink,NYBG,978715,Fabaceae,Chamaecrista,Chamaecrista simplifacta,3950,"Shepherd, G.J.",1976,12,1,"Irwin, H.S.; Barneby, R.",1977,2,Brazil,Minas Gerais,Diamantina,Estrada Diamantina a Corinto atŽ 20 km.,-43.729,-18.283,1
JG Rando,ESA,60261,Fabaceae,Chamaecrista,Chamaecrista simplifacta,22263,"Souza, V.C.",1999,3,14,"Rando, J.G.",NA,2,Brasil,Minas Gerais,Diamantina,Estrada Diamantina - Conselheiro Mata,-43.879,-18.31,1
SpeciesLink,ESA,73694,Fabaceae,Chamaecrista,Chamaecrista simplifacta,25443,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.",2001,7,8,"Rando, J.G.",19/06/2008,2,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Conselheiro Mata, 25 km da Estrada Diamantina - Gouveia. Campo arenoso.",-43.918,-18.315,1
SpeciesLink,SPF,212592,Fabaceae,Chamaecrista,Chamaecrista simplifacta,369,"Lovo, J.; Alcantara, S.F.",2012,9,21,"Rando, J.G.",2012,1,Brasil,Minas Gerais,Diamantina,"Estrada para Conselheiro Mata, 29 km da estrada Diamantina - Gouveia (BR 367).",-43.905,-18.309,0
SpeciesLink,HUFU,65612,Fabaceae,Chamaecrista,Chamaecrista simplifacta,393,"Versiane, A.F.A.; Silva, K.R.",2012,12,6,"Cota, M.M.T.",16/04/2015,1,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina-Conselheiro da Mata, Km 168",-43.876,-18.304,0
SpeciesLink,SPF,221975,Fabaceae,Chamaecrista,Chamaecrista simplifacta,652,"Cota, M.M.T.",2014,1,11,"Cota, M.M.T.",11/1/14,1,Brasil,Minas Gerais,Diamantina,Km 166 da Rodovia Diamantina-Conselheiro Mata (MG 220); 26;6 km do entroncamento com a rodovia Gouveia-Diamantina (BR 367). Pr—ximo à torre de transmisS‹o de energia.,-43.883,-18.31,0
SpeciesLink,SPF,221972,Fabaceae,Chamaecrista,Chamaecrista simplifacta,673,"Cota, M.M.T.",2014,1,14,"Cota, M.M.T.",14/01/2014,1,Brasil,Minas Gerais,Diamantina,Galheiros. 5;1 km da estrada Diamantima-Conselheiro Mata (MG 220); entrada a 13;9 da rodovia Diamantina-Datas (BR 367).,-43.808,-18.256,0
SpeciesLink,SPF,221973,Fabaceae,Chamaecrista,Chamaecrista simplifacta,680,"Cota, M.M.T.",2014,3,16,"Cota, M.M.T.",16/03/2014,1,Brasil,Minas Gerais,Diamantina,Estrada vicinal para a cachoeira TelŽsforo; cerca de 10 km da estrada de Diamantima-Conselheiro Mata (MG 220).,-43.947,-18.205,0
SpeciesLink,SPF,221974,Fabaceae,Chamaecrista,Chamaecrista simplifacta,717,"Cota, M.M.T.",2014,8,18,"Cota, M.M.T.",/09/2014,1,Brasil,Minas Gerais,Diamantina,Km 166 da Rodovia Diamantina-Conselheiro Mata (MG 220); 26;6 km do entroncamento com a rodovia Gouveia-Diamantina (BR 367). Pr—ximo à torre de transmisS‹o de energia.,-43.883,-18.31,0
SpeciesLink,UB,,Fabaceae,Chamaecrista,Chamaecrista simplifacta,818,"Cota, M.M.T.; Canuto, LP; Miyagawa, P; Paula, CS; Braga, AL",2015,2,24,"Cota, M.M.T.",/08/2015,1,Brasil,Minas Gerais,Diamantina,"Km 166 da Rodovia Diamantina-Conselheiro Mata (MG 220), 26,6 km do entrocamento com a rodovia Gouveia-Diamantina (BR 367). Pr—ximo ‡ torre de transmisS‹o de energia",-43.883,-18.31,0
SpeciesLink,UB,,Fabaceae,Chamaecrista,Chamaecrista simplifacta,5484,"Faria, J.E.Q.; Otoni, T.J.O.",2016,3,15,"Rando, J.G.",/03/2016,1,Brasil,Minas Gerais,Diamantina,Margem da estrada para Conselheiro Mata,-43.88,-18.311,0
SpeciesLink,SPF,221938,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,681,"Cota, M.M.T.",2014,3,16,"Cota, M.M.T.",16/03/2014,1,Brasil,Minas Gerais,Diamantina,Estrada vicinal para a cachoeira TelŽsforo; cerca de 10 km da estrada de Diamantima-Conselheiro Mata (MG 220).,-43.9469,-18.205,0
SpeciesLink,SPF,226147,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,12,"Coutinho, I.A.C.",2012,6,27,"Cota, M.M.T.",/04/2018,1,Brasil,Minas Gerais,Presidente Kubitschek,Coleta realizada às margens da estrada. Estrada de terra de Presidente Kubistcheck sentido Gurutubas.,-43.5691,-18.6833,0
SpeciesLink,HUEFS,234226,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,48,"Cota, M.M.T.",2010,8,19,NA,NA,2,Brasil,Minas Gerais,Diamantina,Parque Estadual do Biribiri-PEBI/MG. Pr—ximo ao aeroporto.,-43.6592,-18.2217,2
SpeciesLink,HUFABC,1306,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,56,"Cota, M.M.T.; Borges, L.M.; Santos, M.F.; Watanabe, M.V.; Andrino, C.O.",2010,11,19,"Cota, M.M.T.",24/05/2012,2,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina-S‹o JosŽ da Chapada, Perto da ponte, campo rupestre.",-43.7087,-18.2005,0
SpeciesLink,HUFU,58218,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,136,"Costa, J.T.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.",2010,9,21,"Rando, J.G.",24/05/2012,1,Brasil,Minas Gerais,Diamantina,Parque Estadual do Biribiri,-43.6233,-18.2192,2
SpeciesLink,HUEFS,193096,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,429,"Quaresma, A.S.",2012,9,22,"Cota, M.M.T.",/10/2016,1,Brasil,Minas Gerais,Gouveia,Estrada para Bar‹o de Guaycu’.,-43.7031,-18.3769,0
SpeciesLink,SPF,227581,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,439,"Lovo, J.",2013,1,5,"Cota, M.M.T.",/04/2018,1,Brasil,Minas Gerais,Diamantina,"Ribeir‹o de Areia, Estrada Sopa - S‹o Jo‹o da Chapada, 16,2 km alŽm de Sopa. Grande Inselberg a oeste da estrada.",-43.7006,-18.1651,0
SpeciesLink,SPF,226151,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,659,"Cota, M.M.T.",2014,1,12,"Cota, M.M.T.",12/1/14,1,Brasil,Minas Gerais,Diamantina,Estrada do aeroporto atŽ Sopa.,-43.6656,-18.2131,0
SpeciesLink,SPF,221931,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,674,"Cota, M.M.T.",2014,1,15,"Cota, M.M.T.",15/01/2014,1,Brasil,Minas Gerais,Diamantina,Escarpas do rio Jequitinhonha na rodovia Olhos d'Água-S‹o Gonalo do Rio Preto (BR 451); 2;1 a 2;5 km ao sul do rio; em dire‹o a S‹o Gonalo.,-43.521,-17.5732,0
SpeciesLink,UB,,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,711,"Cota, M.M.T.; Sano, P.T.; Echternacht, L.; Freitas, M.S.; Paes, A.",2014,5,24,"Cota, M.M.T.",/06/2014,1,Brasil,Minas Gerais,Diamantina,"Parque Nacional das Sempre Vivas. Entrada de Macacos. Estrada em frente de casa de apoio do parque, cerca de 1,5 km adiante",-43.7987,-17.9156,0
SpeciesLink,SPF,221934,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,722,"Cota, M.M.T.",2014,8,18,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Gouveia,Bar‹o do Guaicu’. Estrada para Bar‹o do Guaicu’; 3 km da rodovia Diamantina-Datas (BR 367) ap—s entrada 23 km de Diamantina.,-43.725,-18.3722,0
SpeciesLink,MBM,409597,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,728,"Cota, M.M.T.; Gonella, P.M.; Siniscalchi, C.M.; Gonella, P.M.; Siniscalchi, C.M.",2014,9,1,"Cota, M.M.T.",/10/2014,1,Brazil,Minas Gerais,Itacambira,"Rodovia de Guaraciama-Itacambira (MG 308), pr—ximo ao km 79",-43.3438,-16.9884,0
SpeciesLink,SPF,221932,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,733,"Cota, M.M.T.",2014,9,1,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Itacambira,Rodovia de Guaraciama-Itacambira (MG 308); pr—ximo a uma antena de telefone.,-43.3252,-17.0829,0
SpeciesLink,HUEFS,75095,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,733,"Conceição, A.S.",2003,9,11,"Queiroz, L.P. de",/04/2011,1,Brasil,Minas Gerais,Itacambira,"Sentido BR 367, ca. 1 km de Caaratiba.",-43.0614,-17.2472,0
SpeciesLink,SPF,221935,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,734,"Cota, M.M.T.",2014,9,1,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Itacambira,Estrada de Itacambira-Botumirim; ainda na parte asfaltada; sentido à balsa no Lago de IrapŽ.,-43.2651,-16.9622,0
SpeciesLink,SPF,128139,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,755,"Sano, P.T.",1997,12,10,"Rando, J.G.",/07/2008,2,Brasil,Minas Gerais,Diamantina,Estrada Guinda-S‹o Jo‹o da Chapada,-43.7208,-18.1475,0
