bibliographicCitation,collectionCode,catalogNumber,scientificName,recordNumber,recordedBy,year,month,day,identifiedBy,dateIdentified,det_ok,country,stateProvince,municipality,locality,decimalLongitude,decimalLatitude,Georef,Qual_data
Reflora,NY,NY00960939,Chamaecrista rotundata,CFCR5409,"Isejima, E.M.",1984,10,13,"Barneby, R.C.",,2,Brazil,Minas Gerais,,"Estrada MG-220, Diamantina-Conselheiro Mata, a 4 km da rodovia BR-367, margem esquerda","-431,333","-18,1",2,1
Reflora,NY,NY00960994,Chamaecrista rotundata,CRCR107,"Menezes, N.L.",1980,7,18,"Barneby, R.C.",,1,Brazil,Minas Gerais,Diamantina,"Serra do Espinhaço, ca. 3 km N. of São João da Chapada","-437,435","-180,493",1,1
SpeciesLink,VIC,35830,Chamaecrista rotundata,s.n.,"Coutinho, Í.A.C.; Dalvi, V.C.",2011,6,15,"Coutinho, Í.A.C.",20/04/2012,1,Brasil,Minas Gerais,Lima Duarte,"Estrada Santa Bárbara do Monte Verde - Lima Duarte, Km 17.","-436,763","-219,004",0,1
J.G. Rando,SPF,,Chamaecrista simplifacta,802,"Rando, J.G.",2009,2,7,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,km 165 da MG220 na direção de Conselheiro Mata.  Campo rupestre e cerrado pedregoso.,"-43,681","-18,591",2,1
Reflora,HUFU,HUFU00008342,Chamaecrista simplifacta,915,"Rosa, P.O.",2007,10,21,"Rando, J.G.",24/05/2012,2,Brasil,Minas Gerais,Conselheiro Mata,Trilha para o Telésforo  Campo rupestre.,"-43,926","-18,189",0,1
SpeciesLink,SPF,211437,Chamaecrista simplifacta,1148,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/2012,2,Brasil,Minas Gerais,Diamantina,"Km 166 da MG 220, na direção Diamantina - Conselheiro Mata (ca. 25 km da estrada Diamantina - Gouveia).","-43,894","-18,308",0,1
SpeciesLink,SPF,216279,Chamaecrista simplifacta,1242,"Rando, J.G.",2012,6,10,"Rando, J.G.",10/1/2012,2,Brasil,Minas Gerais,Diamantina,"Km 166 da MG 220, na direção Diamantina - Conselheiro Mata (ca. 25 km da estrada Diamantina - Gouveia).","-43,877","-18,31",0,1
SpeciesLink,ESA,88387,Chamaecrista simplifacta,1447,"Udulutsch, R.G. ; Temponi, L.G.",2002,11,27,"Rando, J.G.",//2009,2,Brasil,Minas Gerais,Diamantina,Estrada Diamantina-Biribiri. Campo Rupestre.,"-43,617","-18,167",1,1
SpeciesLink,NYBG,978715,Chamaecrista simplifacta,3950,"Shepherd, G.J.",1976,12,1,"Irwin, H.S.; Barneby, R.",//1977,2,Brazil,Minas Gerais,Diamantina,Estrada Diamantina a Corinto até 20 km.,"-43,729","-18,283",1,1
J.G. Rando,ESA,60261,Chamaecrista simplifacta,22263,"Souza, V.C.",1999,3,14,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,Estrada Diamantina - Conselheiro Mata,"-43,879","-18,31",1,1
SpeciesLink,ESA,73694,Chamaecrista simplifacta,25443,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.",2001,7,8,"Rando, J.G.",19/06/2008,2,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Conselheiro Mata, 25 km da Estrada Diamantina - Gouveia. Campo arenoso.","-43,918","-18,315",1,1
SpeciesLink,SPF,212592,Chamaecrista simplifacta,369,"Lovo, J.; Alcantara, S.F.",2012,9,21,"Rando, J.G.",//2012,1,Brasil,Minas Gerais,Diamantina,"Estrada para Conselheiro Mata, 29 km da estrada Diamantina - Gouveia (BR 367).","-43,905","-18,309",0,1
SpeciesLink,HUFU,65612,Chamaecrista simplifacta,393,"Versiane, A.F.A.; Silva, K.R.",2012,12,6,"Cota, M.M.T.",16/04/2015,1,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina-Conselheiro da Mata, Km 168","-43,876","-18,304",0,1
SpeciesLink,SPF,221975,Chamaecrista simplifacta,652,"Cota, M.M.T.",2014,1,11,"Cota, M.M.T.",11/1/2014,1,Brasil,Minas Gerais,Diamantina,Km 166 da Rodovia Diamantina-Conselheiro Mata (MG 220); 26;6 km do entroncamento com a rodovia Gouveia-Diamantina (BR 367). Próximo à torre de transmissão de energia.,"-43,883","-18,31",0,1
SpeciesLink,SPF,221972,Chamaecrista simplifacta,673,"Cota, M.M.T.",2014,1,14,"Cota, M.M.T.",14/01/2014,1,Brasil,Minas Gerais,Diamantina,Galheiros. 5;1 km da estrada Diamantima-Conselheiro Mata (MG 220); entrada a 13;9 da rodovia Diamantina-Datas (BR 367).,"-43,808","-18,256",0,1
SpeciesLink,SPF,221973,Chamaecrista simplifacta,680,"Cota, M.M.T.",2014,3,16,"Cota, M.M.T.",16/03/2014,1,Brasil,Minas Gerais,Diamantina,Estrada vicinal para a cachoeira Telésforo; cerca de 10 km da estrada de Diamantima-Conselheiro Mata (MG 220).,"-43,947","-18,205",0,1
SpeciesLink,SPF,221974,Chamaecrista simplifacta,717,"Cota, M.M.T.",2014,8,18,"Cota, M.M.T.",/09/2014,1,Brasil,Minas Gerais,Diamantina,Km 166 da Rodovia Diamantina-Conselheiro Mata (MG 220); 26;6 km do entroncamento com a rodovia Gouveia-Diamantina (BR 367). Próximo à torre de transmissão de energia.,"-43,883","-18,31",0,1
SpeciesLink,UB,,Chamaecrista simplifacta,818,"Cota, M.M.T.; Canuto, LP; Miyagawa, P; Paula, CS; Braga, AL",2015,2,24,"Cota, M.M.T.",/08/2015,1,Brasil,Minas Gerais,Diamantina,"Km 166 da Rodovia Diamantina-Conselheiro Mata (MG 220), 26,6 km do entrocamento com a rodovia Gouveia-Diamantina (BR 367). Próximo á torre de transmissão de energia","-43,883","-18,31",0,1
SpeciesLink,UB,,Chamaecrista simplifacta,5484,"Faria, J.E.Q.; Otoni, T.J.O.",2016,3,15,"Rando, J.G.",/03/2016,1,Brasil,Minas Gerais,Diamantina,Margem da estrada para Conselheiro Mata,"-43,88","-18,311",0,1
SpeciesLink,SPF,221938,Chamaecrista tragacanthoides,681,"Cota, M.M.T.",2014,3,16,"Cota, M.M.T.",16/03/2014,1,Brasil,Minas Gerais,Diamantina,Estrada vicinal para a cachoeira Telésforo; cerca de 10 km da estrada de Diamantima-Conselheiro Mata (MG 220).,"-439,469","-18,205",0,2
SpeciesLink,SPF,226147,Chamaecrista tragacanthoides,12,"Coutinho, I.A.C.",2012,6,27,"Cota, M.M.T.",/04/2018,1,Brasil,Minas Gerais,Presidente Kubitschek,Coleta realizada às margens da estrada. Estrada de terra de Presidente Kubistcheck sentido Gurutubas.,"-435,691","-186,833",0,1
SpeciesLink,HUEFS,234226,Chamaecrista tragacanthoides,48,"Cota, M.M.T.",2010,8,19,,//,2,Brasil,Minas Gerais,Diamantina,Parque Estadual do Biribiri-PEBI/MG. Próximo ao aeroporto.,"-436,592","-182,217",2,1
SpeciesLink,HUFABC,1306,Chamaecrista tragacanthoides,56,"Cota, M.M.T.; Borges, L.M.; Santos, M.F.; Watanabe, M.V.; Andrino, C.O.",2010,11,19,"Cota, M.M.T.",24/05/2012,2,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina-São José da Chapada, Perto da ponte, campo rupestre.","-437,087","-182,005",0,1
SpeciesLink,HUFU,58218,Chamaecrista tragacanthoides,136,"Costa, J.T.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.",2010,9,21,"Rando, J.G.",24/05/2012,1,Brasil,Minas Gerais,Diamantina,Parque Estadual do Biribiri,"-436,233","-182,192",2,1
SpeciesLink,HUEFS,193096,Chamaecrista tragacanthoides,429,"Quaresma, A.S.",2012,9,22,"Cota, M.M.T.",/10/2016,1,Brasil,Minas Gerais,Gouveia,Estrada para Barão de Guaycuí.,"-437,031","-183,769",0,1
SpeciesLink,SPF,227581,Chamaecrista tragacanthoides,439,"Lovo, J.",2013,1,5,"Cota, M.M.T.",/04/2018,1,Brasil,Minas Gerais,Diamantina,"Ribeirão de Areia, Estrada Sopa - São João da Chapada, 16,2 km além de Sopa. Grande Inselberg a oeste da estrada.","-437,006","-181,651",0,1
SpeciesLink,SPF,226151,Chamaecrista tragacanthoides,659,"Cota, M.M.T.",2014,1,12,"Cota, M.M.T.",12/1/2014,1,Brasil,Minas Gerais,Diamantina,Estrada do aeroporto até Sopa.,"-436,656","-182,131",0,1
SpeciesLink,SPF,221931,Chamaecrista tragacanthoides,674,"Cota, M.M.T.",2014,1,15,"Cota, M.M.T.",15/01/2014,1,Brasil,Minas Gerais,Diamantina,Escarpas do rio Jequitinhonha na rodovia Olhos d'Água-São Gonçalo do Rio Preto (BR 451); 2;1 a 2;5 km ao sul do rio; em direção a São Gonçalo.,"-43,521","-175,732",0,1
SpeciesLink,UB,,Chamaecrista tragacanthoides,711,"Cota, M.M.T.; Sano, P.T.; Echternacht, L.; Freitas, M.S.; Paes, A.",2014,5,24,"Cota, M.M.T.",/06/2014,1,Brasil,Minas Gerais,Diamantina,"Parque Nacional das Sempre Vivas. Entrada de Macacos. Estrada em frente de casa de apoio do parque, cerca de 1,5 km adiante","-437,987","-179,156",0,1
SpeciesLink,SPF,221934,Chamaecrista tragacanthoides,722,"Cota, M.M.T.",2014,8,18,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Gouveia,Barão do Guaicuí. Estrada para Barão do Guaicuí; 3 km da rodovia Diamantina-Datas (BR 367) após entrada 23 km de Diamantina.,"-43,725","-183,722",0,1
SpeciesLink,MBM,409597,Chamaecrista tragacanthoides,728,"Cota, M.M.T.; Gonella, P.M.; Siniscalchi, C.M.; Gonella, P.M.; Siniscalchi, C.M.",2014,9,1,"Cota, M.M.T.",/10/2014,1,Brazil,Minas Gerais,Itacambira,"Rodovia de Guaraciama-Itacambira (MG 308), próximo ao km 79","-433,438","-169,884",0,1
SpeciesLink,SPF,221932,Chamaecrista tragacanthoides,733,"Cota, M.M.T.",2014,9,1,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Itacambira,Rodovia de Guaraciama-Itacambira (MG 308); próximo a uma antena de telefone.,"-433,252","-170,829",0,1
SpeciesLink,HUEFS,75095,Chamaecrista tragacanthoides,733,"Conceição, A.S.",2003,9,11,"Queiroz, L.P. de",/04/2011,1,Brasil,Minas Gerais,Itacambira,"Sentido BR 367, ca. 1 km de Caçaratiba.","-430,614","-172,472",0,1
SpeciesLink,SPF,221935,Chamaecrista tragacanthoides,734,"Cota, M.M.T.",2014,9,1,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Itacambira,Estrada de Itacambira-Botumirim; ainda na parte asfaltada; sentido à balsa no Lago de Irapé.,"-432,651","-169,622",0,1
SpeciesLink,SPF,128139,Chamaecrista tragacanthoides,755,"Sano, P.T.",1997,12,10,"Rando, J.G.",/07/2008,2,Brasil,Minas Gerais,Diamantina,Estrada Guinda-São João da Chapada,"-437,208","-181,475",0,1
SpeciesLink,SPF,221937,Chamaecrista tragacanthoides,771,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha próximo ao rio Jequitaí; na divisa com a cidade de Bocaiúva.","-43,837","-179,417",0,1
J.G. Rando,SPF,,Chamaecrista tragacanthoides,969,"Rando, J.G.",2011,4,11,"Rando, J.G.",,2,Brasil,Minas Gerais,Grão Mogol,"BR 152, sentido Montes claros- Salinas, km 396","-428,512","-162,463",0,1
SpeciesLink,VIC,4628,Chamaecrista tragacanthoides,2468,"Irwin, H.S.",1959,1,17,"Bortoluzzi, R.L.C.",/05/2002,2,Brasil,Minas Gerais,Diamantina,"11 Km N de Diamantina, estrada para Mendanha, Encosta rochosa. Solo arenoso quartzoso cinza.","-435,453","-18,163",1,1
Reflora,RB,RB00574162,Chamaecrista tragacanthoides,2660,"Giordano, L.C.",2003,10,8,Administrador,28/05/2019,2,Brasil,Minas Gerais,Diamantina,Estrada para São João da Chapada.,"-437,064","-181,722",0,1
SpeciesLink,HUEFS,113398,Chamaecrista tragacanthoides,2671,"Stehmann, J.R.",2000,9,21,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Diamantina,"Estrada para Biribiri, próximo da cachoeira Sentinela.","-436,183","-181,572",3,1
SpeciesLink,HUEFS,100387,Chamaecrista tragacanthoides,2919,"Silva, G.P.",1994,9,15,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Diamantina,BR 259 São João da Chapada km 19.,"-437,667","-181,167",3,1
SpeciesLink,HUEFS,113403,Chamaecrista tragacanthoides,4081,"Neto, E.T.",2005,10,9,"Queiroz, L.P. de",/04/2011,1,Brasil,Minas Gerais,Grão Mogol,Plantar MG 15 - Fazenda Tamanduá.,"-434,568","-166,771",1,1
Reflora,RB,RB00325081,Chamaecrista tragacanthoides,4089,"Forzza, R.C.",2005,7,18,Administrador,24/06/2016,2,Brasil,Bahia,Igaporã,"Estrada Igaporã - Caetité, BR 430, cerca de 38 Km de Cartié. Serra da curva do vento.","-426,575","-138,072",0,1
SpeciesLink,HUEFS,113389,Chamaecrista tragacanthoides,4291,"Lombardi, J.A.",2001,2,15,"Rando, J.G.",/09/2012,1,Brasil,Minas Gerais,Diamantina,Biribiri.,"-436,158","-181,572",2,1
Reflora,K,K000839168,Chamaecrista tragacanthoides,4451,"Arbo, M.M.",1990,5,19,Administrador,12/5/2017,2,Brasil,Minas Gerais,Diamantina,"8 - 15 km S de São João da Chapada, camino a Diamantina.","-43,75","-181,833",0,1
Reflora,SPF,SPF00071635,Chamaecrista tragacanthoides,5061,"Arbo, M.M.",1991,2,14,Administrador,6/8/2019,2,Brasil,Minas Gerais,,"7 - 13 Km NW de Diamantina, camino a Biribiri, cerca del Rio das Pedras.","-43,7","-18,16",0,1
SpeciesLink,SPF,179036,Chamaecrista tragacanthoides,5668,"Pirani, J.R.",2007,1,22,"Rando, J.G.",/08/2008,1,Brasil,Minas Gerais,Diamantina,,"-437,208","-181,475",0,1
SpeciesLink,ALCB,107393,Chamaecrista tragacanthoides,11613,"Souza, V.C.; Capellari Jr., L; L.; Souza, JP; Scalon, VR",1996,7,4,"Souza, V.C.",/01/2001,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cipó, Faz. Cachoeira da Capivar.a","-436,167","-193,333",2,1
SpeciesLink,SPF,205442,Chamaecrista tragacanthoides,14932,"Queiroz, L.P.de",2010,10,27,"Rando, J.G.",27/05/2014,1,Brasil,Minas Gerais,Monte Azul,"A ca. 14,7km SE). Lat.: 15º13'12""S; Long: 42º48', Campo rupestre, solo arenoso com afloramentos de arenito/quartzito. Vegetação predominantemente herbácea.","-428,083","-15,22",0,1
SpeciesLink,UB,127661,Chamaecrista tragacanthoides,22366,"Irwin, H.S.",1969,1,21,"Barneby, R.",//1984,2,Brasil,Minas Gerais,,Ca. 20km SW of Diamantina,"-436,836","-183,581",0,1
SpeciesLink,UB,127659,Chamaecrista tragacanthoides,22927,"Irwin, H.S.",1969,1,31,"Barneby, R.",//1982,2,Brasil,Minas Gerais,Diamantina,Ca. 5km NE of Diamantina on road to Mendanha,"-43,58","-18,22",0,1
SpeciesLink,UB,127660,Chamaecrista tragacanthoides,23107,"Irwin, H.S.",1969,2,11,"Barneby, R.",//1982,2,Brasil,Minas Gerais,,"Ca. 33km NE of Francisco Sá, road to Salinas","-434,883","-164,758",2,1
SpeciesLink,SP,492168,Chamaecrista tragacanthoides,25389,"Souza, V.C.",2001,7,8,,//,2,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Conselheiro Mata, Km 185-186. Próximo à entrada do Sítio Pica-Pau","-437,286","-182,833",2,1
SpeciesLink,UB,127657,Chamaecrista tragacanthoides,28165,"Irwin, H.S.",1970,3,23,"Barneby, R.",//1982,2,Brasil,Minas Gerais,São João da Chapada,Ca. 4km N of São João da Chapada,"-437,833","-180,833",2,1
J.G. Rando,NY,978724,Chamaecrista tragacanthoides,49230,"Maguire, B.",1960,8,16,"Rando, J.G.",,2,Brasil,Minas Gerais,Montes Claros,ca de 30 km ao Norte de São Francisco,"-434,881","-164,758",2,1
SpeciesLink,MBM,104077,Chamaecrista tragacanthoides,49661,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.",,,,"Barneby, R.",//,2,Brazil,Minas Gerais,Gouveia,Córrego do Tigre,"-437,406","-184,544",2,1
SpeciesLink,NYBG,978819,Chamaecrista tragacanthoides,CFCR11028,"Mello-Silva, R.",1987,7,18,"Barneby, R.",//1988,2,Brazil,Minas Gerais,Diamantina,Estrada para Conselheiro Mata,"-43,75","-18,28",2,1
SpeciesLink,NYBG,979132,Chamaecrista tragacanthoides,CFCR15510,"Esteves, G.L.",1990,9,25,"Cota, M.M.T.",//2015,2,Brazil,Minas Gerais,Diamantina,"Serra do Espinhaço, área N Diamantina, near Córrego Lajeado and the junction of the side road from ""Cristais"" with the road Diamantina - Biribiri, ca. 9 km NNW-N Diamantina.","-43,62","-18,17",2,1
Reflora,NY,NY00978824,Chamaecrista tragacanthoides,CFCR3129,"Hensold, N.",1982,4,8,"Barneby, R.",,2,Brazil,Minas Gerais,Diamantina,Estr. p/Biri-Biri,"-436,167","-181,667",2,1
SpeciesLink,SPF,201413,Chamaecrista ulmea,650,"Santos, M.F.",2011,2,12,"Rando, J.G.",/07/2013,2,Brasil,Minas Gerais,Botumirim,"Estrada Botumirim - povoado do ""Canta Galo"" - Várzea da Estiva.Vereda na Vargem da Estiva. Na beira da estrada.","-43,085","-171,418",0,1
SpeciesLink,HUEFS,243408,Chamaecrista ulmea,971,"Cota, M.M.T.",2017,6,24,,//,1,Brasil,Minas Gerais,Botumirim,"Campina do Bananal. Trilha de São Domingos, entrando pela Fazenda Serra da Canastra do senhor Afonso.","-43,045","-168,319",0,1
SpeciesLink,R-TIPOS,129606,Chamaecrista ulmea,23535,"Irwin, H.S.; Santos, R.R.; Souza, R. & Fonseca, S.F.",1969,2,19,"Barneby, R.",//1976,2,Brasil,Minas Gerais,Grão Mogol,Serra do Espinhaço,"-429,786","-16,635",0,1
SpeciesLink,NYBG,978864,Chamaecrista ulmea,41627,"Hatschbach, G.",1978,10,21,"Barneby, R.",//1979,2,Brazil,Minas Gerais,Grão Mogol,"Corrego do Pasto, no alto da Serra Geral","-428,897","-165,594",2,1
SpeciesLink,CEPEC,48643,Chamaecrista ulmea,54297,"Hatschbach, G.",1990,6,14,"Hatschbach, G.",//,2,Brasil,Minas Gerais,GRÃO MOGOL,"Trilha dos Garimpeiros, prox. ao corrego.","-428,858","-165,556",1,1
SpeciesLink,SPF,66031,Chamaecrista ulmea,CFCR12000,"Zappi, D.C.",1988,5,27,"Queiroz, L.P.",/07/1996,2,Brasil,Minas Gerais,Grão Mogol,"Subida da trila da Tropa, à esqueda do Riacho Ribeirão.","-429,167","-165,333",0,1
SpeciesLink,SPF,204445,Chamaecrista ulmea,CFCR13034,"Pirani, J.R.",1990,6,15,"Queiroz, L.P.",/07/1996,2,Brasil,Minas Gerais,Grão Mogol,Coord. entre 16°33'-16°34'S e 42°54'-42°55'W.,"-42,9","-16,55",0,1
